	q	m	n	k	odds ratio	p-value	fdr
GeneList55	5.565000e+03	1.111900e+04	1.088100e+04	1.098900e+04	1.008077e+00	3.879047e-01	0.000000e+00
GeneList1951	5.553000e+03	1.109500e+04	1.090500e+04	1.098900e+04	1.008068e+00	3.880310e-01	0.000000e+00
GeneList735	5.542000e+03	1.107300e+04	1.092700e+04	1.098900e+04	1.008059e+00	3.881463e-01	0.000000e+00
GeneList1492	5.541000e+03	1.107100e+04	1.092900e+04	1.098900e+04	1.008058e+00	3.881568e-01	0.000000e+00
GeneList1627	5.455000e+03	1.094300e+04	1.105700e+04	1.098900e+04	9.920111e-01	3.882299e-01	0.000000e+00
GeneList1668	5.457000e+03	1.094700e+04	1.105300e+04	1.098900e+04	9.920126e-01	3.882508e-01	0.000000e+00
GeneList1718	5.458000e+03	1.094900e+04	1.105100e+04	1.098900e+04	9.920133e-01	3.882612e-01	0.000000e+00
GeneList1250	5.529000e+03	1.104700e+04	1.095300e+04	1.098900e+04	1.008049e+00	3.882821e-01	0.000000e+00
GeneList1073	5.464000e+03	1.096100e+04	1.103900e+04	1.098900e+04	9.920177e-01	3.883237e-01	0.000000e+00
GeneList1937	5.521000e+03	1.103100e+04	1.096900e+04	1.098900e+04	1.008044e+00	3.883653e-01	0.000000e+00
GeneList590	5.519000e+03	1.102700e+04	1.097300e+04	1.098900e+04	1.008042e+00	3.883861e-01	0.000000e+00
GeneList849	5.471000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.920228e-01	3.883964e-01	0.000000e+00
GeneList1196	5.478000e+03	1.098900e+04	1.101100e+04	1.098900e+04	9.920279e-01	3.884690e-01	0.000000e+00
GeneList1924	5.479000e+03	1.099100e+04	1.100900e+04	1.098900e+04	9.920286e-01	3.884794e-01	0.000000e+00
GeneList821	5.502000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.008030e+00	3.885621e-01	0.000000e+00
GeneList1960	5.495000e+03	1.097900e+04	1.102100e+04	1.098900e+04	1.008024e+00	3.886342e-01	0.000000e+00
GeneList496	5.497000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.920416e-01	3.886651e-01	0.000000e+00
GeneList99	5.500000e+03	1.103300e+04	1.096700e+04	1.098900e+04	9.920437e-01	3.886960e-01	0.000000e+00
GeneList1807	5.485000e+03	1.095900e+04	1.104100e+04	1.098900e+04	1.008017e+00	3.887371e-01	0.000000e+00
GeneList575	5.514000e+03	1.106100e+04	1.093900e+04	1.098900e+04	9.920537e-01	3.888395e-01	0.000000e+00
GeneList1708	5.469000e+03	1.092700e+04	1.107300e+04	1.098900e+04	1.008006e+00	3.889008e-01	0.000000e+00
GeneList1252	5.531000e+03	1.109500e+04	1.090500e+04	1.098900e+04	9.920656e-01	3.890129e-01	0.000000e+00
GeneList7	5.454000e+03	1.089700e+04	1.110300e+04	1.098900e+04	1.007995e+00	3.890536e-01	0.000000e+00
GeneList1441	5.565000e+03	1.112000e+04	1.088000e+04	1.098900e+04	1.007711e+00	3.930750e-01	0.000000e+00
GeneList699	5.439000e+03	1.091000e+04	1.109000e+04	1.098900e+04	9.923597e-01	3.932333e-01	0.000000e+00
GeneList1652	5.447000e+03	1.092600e+04	1.107400e+04	1.098900e+04	9.923657e-01	3.933174e-01	0.000000e+00
GeneList1968	5.530000e+03	1.105000e+04	1.095000e+04	1.098900e+04	1.007684e+00	3.934432e-01	0.000000e+00
GeneList985	5.468000e+03	1.096800e+04	1.103200e+04	1.098900e+04	9.923811e-01	3.935371e-01	0.000000e+00
GeneList1695	5.511000e+03	1.101200e+04	1.098800e+04	1.098900e+04	1.007670e+00	3.936413e-01	0.000000e+00
GeneList1896	5.505000e+03	1.100000e+04	1.100000e+04	1.098900e+04	1.007666e+00	3.937036e-01	0.000000e+00
GeneList1528	5.486000e+03	1.100400e+04	1.099600e+04	1.098900e+04	9.923941e-01	3.937243e-01	0.000000e+00
GeneList340	5.501000e+03	1.099200e+04	1.100800e+04	1.098900e+04	1.007663e+00	3.937450e-01	0.000000e+00
GeneList1312	5.495000e+03	1.098000e+04	1.102000e+04	1.098900e+04	1.007658e+00	3.938071e-01	0.000000e+00
GeneList36	5.505000e+03	1.104200e+04	1.095800e+04	1.098900e+04	9.924077e-01	3.939207e-01	0.000000e+00
GeneList362	5.524000e+03	1.108000e+04	1.092000e+04	1.098900e+04	9.924212e-01	3.941159e-01	0.000000e+00
GeneList1485	5.526000e+03	1.108400e+04	1.091600e+04	1.098900e+04	9.924226e-01	3.941363e-01	0.000000e+00
GeneList948	5.433000e+03	1.085600e+04	1.114400e+04	1.098900e+04	1.007614e+00	3.944419e-01	0.000000e+00
GeneList1837	5.423000e+03	1.087700e+04	1.112300e+04	1.098900e+04	9.927083e-01	3.982537e-01	0.000000e+00
GeneList842	5.562000e+03	1.111500e+04	1.088500e+04	1.098900e+04	1.007342e+00	3.982961e-01	0.000000e+00
GeneList412	5.450000e+03	1.093100e+04	1.106900e+04	1.098900e+04	9.927284e-01	3.985390e-01	0.000000e+00
GeneList1770	5.538000e+03	1.106700e+04	1.093300e+04	1.098900e+04	1.007324e+00	3.985495e-01	0.000000e+00
GeneList552	5.529000e+03	1.104900e+04	1.095100e+04	1.098900e+04	1.007317e+00	3.986440e-01	0.000000e+00
GeneList331	5.523000e+03	1.103700e+04	1.096300e+04	1.098900e+04	1.007313e+00	3.987069e-01	0.000000e+00
GeneList77	5.516000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.007308e+00	3.987801e-01	0.000000e+00
GeneList1990	5.475000e+03	1.098100e+04	1.101900e+04	1.098900e+04	9.927468e-01	3.988010e-01	0.000000e+00
GeneList1971	5.511000e+03	1.101300e+04	1.098700e+04	1.098900e+04	1.007304e+00	3.988323e-01	0.000000e+00
GeneList1211	5.483000e+03	1.099700e+04	1.100300e+04	1.098900e+04	9.927526e-01	3.988844e-01	0.000000e+00
GeneList524	5.492000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.007290e+00	3.990300e-01	0.000000e+00
GeneList1454	5.498000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.927633e-01	3.990403e-01	0.000000e+00
GeneList402	5.498000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.927633e-01	3.990403e-01	0.000000e+00
GeneList666	5.487000e+03	1.096500e+04	1.103500e+04	1.098900e+04	1.007287e+00	3.990818e-01	0.000000e+00
GeneList25	5.509000e+03	1.104900e+04	1.095100e+04	1.098900e+04	9.927712e-01	3.991542e-01	0.000000e+00
GeneList69	5.479000e+03	1.094900e+04	1.105100e+04	1.098900e+04	1.007281e+00	3.991645e-01	0.000000e+00
GeneList1694	5.511000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.927726e-01	3.991748e-01	0.000000e+00
GeneList1864	5.476000e+03	1.094300e+04	1.105700e+04	1.098900e+04	1.007279e+00	3.991955e-01	0.000000e+00
GeneList1854	5.471000e+03	1.093300e+04	1.106700e+04	1.098900e+04	1.007275e+00	3.992470e-01	0.000000e+00
GeneList1723	5.519000e+03	1.106900e+04	1.093100e+04	1.098900e+04	9.927783e-01	3.992574e-01	0.000000e+00
GeneList458	5.459000e+03	1.090900e+04	1.109100e+04	1.098900e+04	1.007266e+00	3.993705e-01	0.000000e+00
GeneList1082	5.539000e+03	1.110900e+04	1.089100e+04	1.098900e+04	9.927923e-01	3.994627e-01	0.000000e+00
GeneList321	5.449000e+03	1.088900e+04	1.111100e+04	1.098900e+04	1.007259e+00	3.994730e-01	0.000000e+00
GeneList438	5.543000e+03	1.111700e+04	1.088300e+04	1.098900e+04	9.927951e-01	3.995037e-01	0.000000e+00
GeneList1813	5.438000e+03	1.086700e+04	1.113300e+04	1.098900e+04	1.007252e+00	3.995854e-01	0.000000e+00
GeneList838	5.363000e+03	1.075600e+04	1.124400e+04	1.098900e+04	9.930232e-01	4.028172e-01	0.000000e+00
GeneList1300	5.566000e+03	1.112400e+04	1.087600e+04	1.098900e+04	1.006979e+00	4.034610e-01	0.000000e+00
GeneList528	5.457000e+03	1.094400e+04	1.105600e+04	1.098900e+04	9.930943e-01	4.038209e-01	0.000000e+00
GeneList471	5.464000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.930994e-01	4.038945e-01	0.000000e+00
GeneList1814	5.473000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.931060e-01	4.039890e-01	0.000000e+00
GeneList112	5.510000e+03	1.101200e+04	1.098800e+04	1.098900e+04	1.006937e+00	4.040518e-01	0.000000e+00
GeneList267	5.497000e+03	1.098600e+04	1.101400e+04	1.098900e+04	1.006928e+00	4.041876e-01	0.000000e+00
GeneList111	5.501000e+03	1.103200e+04	1.096800e+04	1.098900e+04	9.931262e-01	4.042813e-01	0.000000e+00
GeneList304	5.488000e+03	1.096800e+04	1.103200e+04	1.098900e+04	1.006921e+00	4.042813e-01	0.000000e+00
GeneList1701	5.514000e+03	1.105800e+04	1.094200e+04	1.098900e+04	9.931355e-01	4.044162e-01	0.000000e+00
GeneList858	5.518000e+03	1.106600e+04	1.093400e+04	1.098900e+04	9.931383e-01	4.044576e-01	0.000000e+00
GeneList532	5.469000e+03	1.093000e+04	1.107000e+04	1.098900e+04	1.006908e+00	4.044783e-01	0.000000e+00
GeneList404	5.523000e+03	1.107600e+04	1.092400e+04	1.098900e+04	9.931418e-01	4.045093e-01	0.000000e+00
GeneList163	5.529000e+03	1.108800e+04	1.091200e+04	1.098900e+04	9.931461e-01	4.045713e-01	0.000000e+00
GeneList704	5.542000e+03	1.111400e+04	1.088600e+04	1.098900e+04	9.931551e-01	4.047051e-01	0.000000e+00
GeneList1099	5.432000e+03	1.085600e+04	1.114400e+04	1.098900e+04	1.006881e+00	4.048589e-01	0.000000e+00
GeneList1272	5.417000e+03	1.082600e+04	1.117400e+04	1.098900e+04	1.006871e+00	4.050120e-01	0.000000e+00
GeneList1463	5.565000e+03	1.112300e+04	1.087700e+04	1.098900e+04	1.006613e+00	4.086962e-01	0.000000e+00
GeneList656	5.445000e+03	1.091900e+04	1.108100e+04	1.098900e+04	9.934463e-01	4.089194e-01	0.000000e+00
GeneList1113	5.448000e+03	1.092500e+04	1.107500e+04	1.098900e+04	9.934485e-01	4.089511e-01	0.000000e+00
GeneList371	5.449000e+03	1.092700e+04	1.107300e+04	1.098900e+04	9.934492e-01	4.089617e-01	0.000000e+00
GeneList1691	5.530000e+03	1.105300e+04	1.094700e+04	1.098900e+04	1.006586e+00	4.090674e-01	0.000000e+00
GeneList1030	5.473000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.934668e-01	4.092149e-01	0.000000e+00
GeneList1596	5.515000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.006575e+00	4.092254e-01	0.000000e+00
GeneList960	5.501000e+03	1.099500e+04	1.100500e+04	1.098900e+04	1.006565e+00	4.093723e-01	0.000000e+00
GeneList117	5.484000e+03	1.096100e+04	1.103900e+04	1.098900e+04	1.006553e+00	4.095500e-01	0.000000e+00
GeneList1903	5.507000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.934913e-01	4.095708e-01	0.000000e+00
GeneList932	5.514000e+03	1.105700e+04	1.094300e+04	1.098900e+04	9.934963e-01	4.096436e-01	0.000000e+00
GeneList1459	5.475000e+03	1.094300e+04	1.105700e+04	1.098900e+04	1.006546e+00	4.096436e-01	0.000000e+00
GeneList773	5.470000e+03	1.093300e+04	1.106700e+04	1.098900e+04	1.006543e+00	4.096956e-01	0.000000e+00
GeneList1353	5.533000e+03	1.109500e+04	1.090500e+04	1.098900e+04	9.935097e-01	4.098407e-01	0.000000e+00
GeneList1672	5.445000e+03	1.088300e+04	1.111700e+04	1.098900e+04	1.006525e+00	4.099543e-01	0.000000e+00
GeneList435	5.444000e+03	1.088100e+04	1.111900e+04	1.098900e+04	1.006524e+00	4.099646e-01	0.000000e+00
GeneList1231	5.416000e+03	1.082500e+04	1.117500e+04	1.098900e+04	1.006505e+00	4.102522e-01	0.000000e+00
GeneList1816	5.385000e+03	1.079800e+04	1.120200e+04	1.098900e+04	9.937621e-01	4.135183e-01	0.000000e+00
GeneList1412	5.578000e+03	1.115000e+04	1.085000e+04	1.098900e+04	1.006257e+00	4.137979e-01	0.000000e+00
GeneList907	5.547000e+03	1.108800e+04	1.091200e+04	1.098900e+04	1.006234e+00	4.141288e-01	0.000000e+00
GeneList49	5.443000e+03	1.091400e+04	1.108600e+04	1.098900e+04	9.938058e-01	4.141394e-01	0.000000e+00
GeneList1144	5.450000e+03	1.092800e+04	1.107200e+04	1.098900e+04	9.938110e-01	4.142138e-01	0.000000e+00
GeneList778	5.464000e+03	1.095600e+04	1.104400e+04	1.098900e+04	9.938212e-01	4.143620e-01	0.000000e+00
GeneList692	5.465000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.938220e-01	4.143726e-01	0.000000e+00
GeneList1584	5.521000e+03	1.103600e+04	1.096400e+04	1.098900e+04	1.006214e+00	4.144043e-01	0.000000e+00
GeneList813	5.474000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.938285e-01	4.144676e-01	0.000000e+00
GeneList976	5.503000e+03	1.100000e+04	1.100000e+04	1.098900e+04	1.006201e+00	4.145939e-01	0.000000e+00
GeneList1314	5.508000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.938530e-01	4.148245e-01	0.000000e+00
GeneList1143	5.463000e+03	1.092000e+04	1.108000e+04	1.098900e+04	1.006172e+00	4.150122e-01	0.000000e+00
GeneList947	5.457000e+03	1.090800e+04	1.109200e+04	1.098900e+04	1.006168e+00	4.150746e-01	0.000000e+00
GeneList909	5.401000e+03	1.082900e+04	1.117100e+04	1.098900e+04	9.941355e-01	4.189463e-01	0.000000e+00
GeneList1768	5.570000e+03	1.113500e+04	1.086500e+04	1.098900e+04	1.005885e+00	4.191396e-01	0.000000e+00
GeneList1343	5.430000e+03	1.088700e+04	1.111300e+04	1.098900e+04	9.941572e-01	4.192573e-01	0.000000e+00
GeneList691	5.536000e+03	1.106700e+04	1.093300e+04	1.098900e+04	1.005860e+00	4.195025e-01	0.000000e+00
GeneList83	5.460000e+03	1.094700e+04	1.105300e+04	1.098900e+04	9.941794e-01	4.195768e-01	0.000000e+00
GeneList1136	5.526000e+03	1.104700e+04	1.095300e+04	1.098900e+04	1.005852e+00	4.196086e-01	0.000000e+00
GeneList1276	5.472000e+03	1.097100e+04	1.102900e+04	1.098900e+04	9.941882e-01	4.197039e-01	0.000000e+00
GeneList1370	5.474000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.941896e-01	4.197250e-01	0.000000e+00
GeneList463	5.478000e+03	1.098300e+04	1.101700e+04	1.098900e+04	9.941925e-01	4.197673e-01	0.000000e+00
GeneList1065	5.481000e+03	1.098900e+04	1.101100e+04	1.098900e+04	9.941947e-01	4.197990e-01	0.000000e+00
GeneList221	5.507000e+03	1.100900e+04	1.099100e+04	1.098900e+04	1.005838e+00	4.198095e-01	0.000000e+00
GeneList1505	5.505000e+03	1.100500e+04	1.099500e+04	1.098900e+04	1.005837e+00	4.198306e-01	0.000000e+00
GeneList103	5.501000e+03	1.099700e+04	1.100300e+04	1.098900e+04	1.005834e+00	4.198728e-01	0.000000e+00
GeneList1831	5.491000e+03	1.100900e+04	1.099100e+04	1.098900e+04	9.942020e-01	4.199044e-01	0.000000e+00
GeneList811	5.499000e+03	1.102500e+04	1.097500e+04	1.098900e+04	9.942077e-01	4.199886e-01	0.000000e+00
GeneList1555	5.500000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.942084e-01	4.199991e-01	0.000000e+00
GeneList1229	5.501000e+03	1.102900e+04	1.097100e+04	1.098900e+04	9.942091e-01	4.200096e-01	0.000000e+00
GeneList413	5.512000e+03	1.105100e+04	1.094900e+04	1.098900e+04	9.942170e-01	4.201250e-01	0.000000e+00
GeneList214	5.469000e+03	1.093300e+04	1.106700e+04	1.098900e+04	1.005811e+00	4.202087e-01	0.000000e+00
GeneList873	5.455000e+03	1.090500e+04	1.109500e+04	1.098900e+04	1.005801e+00	4.203548e-01	0.000000e+00
GeneList620	5.546000e+03	1.111900e+04	1.088100e+04	1.098900e+04	9.942411e-01	4.204797e-01	0.000000e+00
GeneList1066	5.437000e+03	1.086900e+04	1.113100e+04	1.098900e+04	1.005788e+00	4.205420e-01	0.000000e+00
GeneList1127	5.568000e+03	1.116300e+04	1.083700e+04	1.098900e+04	9.942564e-01	4.207077e-01	0.000000e+00
GeneList1737	5.424000e+03	1.087400e+04	1.112600e+04	1.098900e+04	9.945140e-01	4.244638e-01	0.000000e+00
GeneList1595	5.545000e+03	1.108600e+04	1.091400e+04	1.098900e+04	1.005501e+00	4.246778e-01	0.000000e+00
GeneList1338	5.544000e+03	1.108400e+04	1.091600e+04	1.098900e+04	1.005500e+00	4.246884e-01	0.000000e+00
GeneList271	5.534000e+03	1.106400e+04	1.093600e+04	1.098900e+04	1.005493e+00	4.247950e-01	0.000000e+00
GeneList980	5.455000e+03	1.093600e+04	1.106400e+04	1.098900e+04	9.945370e-01	4.247950e-01	0.000000e+00
GeneList164	5.456000e+03	1.093800e+04	1.106200e+04	1.098900e+04	9.945377e-01	4.248057e-01	0.000000e+00
GeneList688	5.464000e+03	1.095400e+04	1.104600e+04	1.098900e+04	9.945436e-01	4.248907e-01	0.000000e+00
GeneList1827	5.467000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.945458e-01	4.249226e-01	0.000000e+00
GeneList263	5.468000e+03	1.096200e+04	1.103800e+04	1.098900e+04	9.945465e-01	4.249332e-01	0.000000e+00
GeneList1398	5.475000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.945516e-01	4.250074e-01	0.000000e+00
GeneList538	5.511000e+03	1.101800e+04	1.098200e+04	1.098900e+04	1.005476e+00	4.250392e-01	0.000000e+00
GeneList733	5.507000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.005473e+00	4.250816e-01	0.000000e+00
GeneList1293	5.483000e+03	1.099200e+04	1.100800e+04	1.098900e+04	9.945574e-01	4.250921e-01	0.000000e+00
GeneList1897	5.484000e+03	1.099400e+04	1.100600e+04	1.098900e+04	9.945581e-01	4.251027e-01	0.000000e+00
GeneList797	5.496000e+03	1.101800e+04	1.098200e+04	1.098900e+04	9.945668e-01	4.252295e-01	0.000000e+00
GeneList1000	5.505000e+03	1.103600e+04	1.096400e+04	1.098900e+04	9.945733e-01	4.253243e-01	0.000000e+00
GeneList1430	5.515000e+03	1.105600e+04	1.094400e+04	1.098900e+04	9.945804e-01	4.254294e-01	0.000000e+00
GeneList1641	5.579000e+03	1.118400e+04	1.081600e+04	1.098900e+04	9.946253e-01	4.260967e-01	0.000000e+00
GeneList1487	5.406000e+03	1.080800e+04	1.119200e+04	1.098900e+04	1.005401e+00	4.261381e-01	0.000000e+00
GeneList1007	5.437000e+03	1.089900e+04	1.110100e+04	1.098900e+04	9.948850e-01	4.298875e-01	0.000000e+00
GeneList1301	5.542000e+03	1.108100e+04	1.091900e+04	1.098900e+04	1.005134e+00	4.299944e-01	0.000000e+00
GeneList1654	5.448000e+03	1.092100e+04	1.107900e+04	1.098900e+04	9.948932e-01	4.300051e-01	0.000000e+00
GeneList196	5.536000e+03	1.106900e+04	1.093100e+04	1.098900e+04	1.005129e+00	4.300585e-01	0.000000e+00
GeneList115	5.459000e+03	1.094300e+04	1.105700e+04	1.098900e+04	9.949013e-01	4.301225e-01	0.000000e+00
GeneList1219	5.460000e+03	1.094500e+04	1.105500e+04	1.098900e+04	9.949020e-01	4.301331e-01	0.000000e+00
GeneList798	5.462000e+03	1.094900e+04	1.105100e+04	1.098900e+04	9.949035e-01	4.301544e-01	0.000000e+00
GeneList1948	5.470000e+03	1.096500e+04	1.103500e+04	1.098900e+04	9.949093e-01	4.302396e-01	0.000000e+00
GeneList398	5.505000e+03	1.100700e+04	1.099300e+04	1.098900e+04	1.005106e+00	4.303882e-01	0.000000e+00
GeneList169	5.484000e+03	1.099300e+04	1.100700e+04	1.098900e+04	9.949195e-01	4.303882e-01	0.000000e+00
GeneList863	5.501000e+03	1.099900e+04	1.100100e+04	1.098900e+04	1.005104e+00	4.304306e-01	0.000000e+00
GeneList655	5.498000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.005101e+00	4.304624e-01	0.000000e+00
GeneList1191	5.494000e+03	1.101300e+04	1.098700e+04	1.098900e+04	9.949267e-01	4.304941e-01	0.000000e+00
GeneList449	5.482000e+03	1.096100e+04	1.103900e+04	1.098900e+04	1.005090e+00	4.306315e-01	0.000000e+00
GeneList1270	5.480000e+03	1.095700e+04	1.104300e+04	1.098900e+04	1.005088e+00	4.306526e-01	0.000000e+00
GeneList317	5.511000e+03	1.104700e+04	1.095300e+04	1.098900e+04	9.949389e-01	4.306737e-01	0.000000e+00
GeneList1125	5.461000e+03	1.091900e+04	1.108100e+04	1.098900e+04	1.005075e+00	4.308526e-01	0.000000e+00
GeneList765	5.530000e+03	1.108500e+04	1.091500e+04	1.098900e+04	9.949525e-01	4.308736e-01	0.000000e+00
GeneList870	5.545000e+03	1.111500e+04	1.088500e+04	1.098900e+04	9.949631e-01	4.310309e-01	0.000000e+00
GeneList1134	5.422000e+03	1.084100e+04	1.115900e+04	1.098900e+04	1.005047e+00	4.312606e-01	0.000000e+00
GeneList915	5.374000e+03	1.077200e+04	1.122800e+04	1.098900e+04	9.951993e-01	4.345046e-01	0.000000e+00
GeneList705	5.602000e+03	1.120200e+04	1.079800e+04	1.098900e+04	1.004814e+00	4.346456e-01	0.000000e+00
GeneList654	5.592000e+03	1.118200e+04	1.081800e+04	1.098900e+04	1.004806e+00	4.347538e-01	0.000000e+00
GeneList35	5.423000e+03	1.087000e+04	1.113000e+04	1.098900e+04	9.952362e-01	4.350341e-01	0.000000e+00
GeneList1851	5.425000e+03	1.087400e+04	1.112600e+04	1.098900e+04	9.952377e-01	4.350557e-01	0.000000e+00
GeneList467	5.430000e+03	1.088400e+04	1.111600e+04	1.098900e+04	9.952414e-01	4.351094e-01	0.000000e+00
GeneList684	5.450000e+03	1.092400e+04	1.107600e+04	1.098900e+04	9.952561e-01	4.353237e-01	0.000000e+00
GeneList1598	5.458000e+03	1.094000e+04	1.106000e+04	1.098900e+04	9.952620e-01	4.354093e-01	0.000000e+00
GeneList1131	5.526000e+03	1.105000e+04	1.095000e+04	1.098900e+04	1.004757e+00	4.354626e-01	0.000000e+00
GeneList796	5.526000e+03	1.105000e+04	1.095000e+04	1.098900e+04	1.004757e+00	4.354626e-01	0.000000e+00
GeneList240	5.468000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.952693e-01	4.355160e-01	0.000000e+00
GeneList1700	5.468000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.952693e-01	4.355160e-01	0.000000e+00
GeneList794	5.470000e+03	1.096400e+04	1.103600e+04	1.098900e+04	9.952708e-01	4.355373e-01	0.000000e+00
GeneList774	5.515000e+03	1.102800e+04	1.097200e+04	1.098900e+04	1.004749e+00	4.355799e-01	0.000000e+00
GeneList313	5.475000e+03	1.097400e+04	1.102600e+04	1.098900e+04	9.952744e-01	4.355905e-01	0.000000e+00
GeneList1645	5.513000e+03	1.102400e+04	1.097600e+04	1.098900e+04	1.004747e+00	4.356012e-01	0.000000e+00
GeneList1540	5.508000e+03	1.101400e+04	1.098600e+04	1.098900e+04	1.004744e+00	4.356544e-01	0.000000e+00
GeneList505	5.482000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.952795e-01	4.356650e-01	0.000000e+00
GeneList1783	5.503000e+03	1.100400e+04	1.099600e+04	1.098900e+04	1.004740e+00	4.357075e-01	0.000000e+00
GeneList1496	5.488000e+03	1.100000e+04	1.100000e+04	1.098900e+04	9.952839e-01	4.357287e-01	0.000000e+00
GeneList1452	5.489000e+03	1.100200e+04	1.099800e+04	1.098900e+04	9.952846e-01	4.357394e-01	0.000000e+00
GeneList1870	5.489000e+03	1.100200e+04	1.099800e+04	1.098900e+04	9.952846e-01	4.357394e-01	0.000000e+00
GeneList1114	5.499000e+03	1.099600e+04	1.100400e+04	1.098900e+04	1.004737e+00	4.357500e-01	0.000000e+00
GeneList1390	5.491000e+03	1.100600e+04	1.099400e+04	1.098900e+04	9.952860e-01	4.357606e-01	0.000000e+00
GeneList1817	5.479000e+03	1.095600e+04	1.104400e+04	1.098900e+04	1.004722e+00	4.359619e-01	0.000000e+00
GeneList720	5.510000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.952997e-01	4.359619e-01	0.000000e+00
GeneList140	5.527000e+03	1.107800e+04	1.092200e+04	1.098900e+04	9.953119e-01	4.361413e-01	0.000000e+00
GeneList422	5.535000e+03	1.109400e+04	1.090600e+04	1.098900e+04	9.953176e-01	4.362256e-01	0.000000e+00
GeneList121	5.446000e+03	1.089000e+04	1.111000e+04	1.098900e+04	1.004699e+00	4.363097e-01	0.000000e+00
GeneList1759	5.562000e+03	1.112300e+04	1.087700e+04	1.098900e+04	1.004419e+00	4.403857e-01	0.000000e+00
GeneList1761	5.541000e+03	1.108100e+04	1.091900e+04	1.098900e+04	1.004403e+00	4.406112e-01	0.000000e+00
GeneList475	5.531000e+03	1.106100e+04	1.093900e+04	1.098900e+04	1.004396e+00	4.407183e-01	0.000000e+00
GeneList226	5.463000e+03	1.094900e+04	1.105100e+04	1.098900e+04	9.956273e-01	4.407718e-01	0.000000e+00
GeneList102	5.525000e+03	1.104900e+04	1.095100e+04	1.098900e+04	1.004391e+00	4.407825e-01	0.000000e+00
GeneList351	5.520000e+03	1.103900e+04	1.096100e+04	1.098900e+04	1.004387e+00	4.408359e-01	0.000000e+00
GeneList156	5.471000e+03	1.096500e+04	1.103500e+04	1.098900e+04	9.956331e-01	4.408572e-01	0.000000e+00
GeneList1984	5.512000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.004382e+00	4.409212e-01	0.000000e+00
GeneList914	5.479000e+03	1.098100e+04	1.101900e+04	1.098900e+04	9.956390e-01	4.409426e-01	0.000000e+00
GeneList92	5.482000e+03	1.098700e+04	1.101300e+04	1.098900e+04	9.956412e-01	4.409745e-01	0.000000e+00
GeneList1789	5.499000e+03	1.099700e+04	1.100300e+04	1.098900e+04	1.004372e+00	4.410597e-01	0.000000e+00
GeneList618	5.498000e+03	1.099500e+04	1.100500e+04	1.098900e+04	1.004371e+00	4.410703e-01	0.000000e+00
GeneList781	5.499000e+03	1.102100e+04	1.097900e+04	1.098900e+04	9.956535e-01	4.411554e-01	0.000000e+00
GeneList254	5.510000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.956614e-01	4.412721e-01	0.000000e+00
GeneList109	5.514000e+03	1.105100e+04	1.094900e+04	1.098900e+04	9.956642e-01	4.413145e-01	0.000000e+00
GeneList1357	5.462000e+03	1.092300e+04	1.107700e+04	1.098900e+04	1.004345e+00	4.414520e-01	0.000000e+00
GeneList1435	5.527000e+03	1.107700e+04	1.092300e+04	1.098900e+04	9.956735e-01	4.414520e-01	0.000000e+00
GeneList14	5.530000e+03	1.108300e+04	1.091700e+04	1.098900e+04	9.956757e-01	4.414837e-01	0.000000e+00
GeneList1104	5.456000e+03	1.091100e+04	1.108900e+04	1.098900e+04	1.004341e+00	4.415154e-01	0.000000e+00
GeneList1561	5.446000e+03	1.089100e+04	1.110900e+04	1.098900e+04	1.004334e+00	4.416209e-01	0.000000e+00
GeneList661	5.437000e+03	1.089600e+04	1.110400e+04	1.098900e+04	9.959700e-01	4.458126e-01	0.000000e+00
GeneList466	5.438000e+03	1.089800e+04	1.110200e+04	1.098900e+04	9.959707e-01	4.458234e-01	0.000000e+00
GeneList1109	5.549000e+03	1.109800e+04	1.090200e+04	1.098900e+04	1.004044e+00	4.458449e-01	0.000000e+00
