	NR_kstwo
A8.694	0.075662
A8.695	2.813018
A8.696	-0.241416
A8.697	0.733072
A8.698	4.320626
A8.699	-0.631507
A8.700	0.464923
A8.701	-1.816534
A8.702	0.154732
A8.703	-0.642586
A8.704	-2.264632
A8.705	-1.729429
A8.706	0.362927
A8.707	1.088117
A8.708	0.047807
A8.709	-1.374570
A8.710	-1.772097
A8.711	0.211863
A8.712	-1.652522
A8.713	-0.132224
A8.714	2.007242
A8.715	0.633976
A8.716	-0.735214
A8.717	0.078683
A8.718	1.970556
A8.719	1.565122
A8.720	-0.576710
A8.721	-1.058138
A8.722	0.853878
A8.723	-1.052473
A8.724	-0.725014
A8.725	0.266955
A8.726	1.012979
A8.727	0.345666
A8.728	1.082300
A8.729	-2.430205
A8.730	-0.393306
A8.731	0.539964
A8.732	0.651165
A8.733	0.277130
A8.734	1.045759
A8.735	-0.775271
A8.736	1.697142
A8.737	1.879272
A8.738	-1.901057
A8.739	0.441891
A8.740	-0.495479
A8.741	0.085191
A8.742	-0.032587
A8.743	-1.314809
A8.744	-0.559446
A8.745	-1.501855
A8.746	1.222063
A8.747	-0.183294
A8.748	1.937068
A8.749	0.554669
A8.750	0.633111
A8.751	-1.398725
A8.752	-0.035945
A8.753	-0.346966
A8.754	-2.410949
A8.755	-0.833939
A8.756	-0.516057
A8.757	-1.476087
A8.758	1.105015
A8.759	-0.298472
A8.760	-0.225552
A8.761	-1.592378
A8.762	0.718577
A8.763	-0.610430
A8.764	1.830705
A8.765	0.097710
A8.766	1.195950
A8.767	-1.197896
A8.768	0.441718
A8.769	-0.979369
A8.770	-1.432205
A8.771	-0.645447
A8.772	1.264498
A8.773	0.813891
A8.774	-0.033662
A8.775	-0.168325
A8.776	-0.052494
A8.777	-1.142807
A8.778	-2.654020
A8.779	-0.976897
A8.780	2.001143
A8.781	0.574553
A8.782	-1.124420
A8.783	0.138040
A8.784	-0.339917
A8.785	-0.997135
A8.786	0.701277
A8.787	0.462352
A8.788	-0.840025
A8.789	-1.595979
A8.790	0.440253
A8.791	1.695026
A8.792	0.785730
A8.793	-0.751905
A8.794	-0.496642
A8.795	1.486938
A8.796	-0.634664
A8.797	3.592300
A8.798	1.154448
A8.799	-0.325789
A8.800	0.998876
A8.801	0.262192
A8.802	-1.856717
A8.803	0.439753
A8.804	-0.727144
A8.805	0.277875
A8.806	-0.860478
A8.807	-0.765553
A8.808	-0.421920
A8.809	-1.105453
A8.810	1.456775
A8.811	0.400496
A8.812	-0.150418
A8.813	1.457589
A8.814	0.983232
A8.815	0.532771
A8.816	-3.368392
A8.817	0.224087
A8.818	1.901975
A8.819	1.550169
A8.820	-0.516719
A8.821	-0.942091
A8.822	-1.072249
A8.823	-0.392257
A8.824	0.283558
A8.825	0.637250
A8.826	-1.501559
A8.827	0.031967
A8.828	0.400753
A8.829	-1.638495
A8.830	-2.807716
A8.831	-0.163314
A8.832	1.170225
A8.833	-1.841786
A8.834	0.094734
A8.835	-0.723204
A8.836	-1.487385
A8.837	-2.611482
A8.838	1.261920
A8.839	1.210357
A8.840	0.442849
A8.841	-0.808655
A8.842	0.445063
A8.843	-2.465659
A8.844	-0.102940
A8.845	0.784345
A8.846	-0.537830
A8.847	0.877700
A8.848	-0.316286
A8.849	1.584093
A8.850	0.446108
A8.851	1.303339
A8.852	-2.408066
A8.853	-0.677203
A8.854	0.458638
A8.855	1.104366
A8.856	0.932329
A8.857	-0.918196
A8.858	-1.277437
A8.859	2.662887
A8.860	-0.147564
A8.861	0.186592
A8.862	1.130486
A8.863	-0.571794
A8.864	-1.844113
A8.865	-1.809762
A8.866	1.512634
A8.867	-3.113990
A8.868	0.730854
A8.869	2.384798
A8.870	-1.128786
A8.871	1.172859
A8.872	-1.744344
A8.873	0.308338
A8.874	-1.196089
A8.875	1.970597
A8.876	-0.659443
A8.877	3.078067
A8.878	0.916222
A8.879	0.075360
A8.880	-0.938060
A8.881	1.034500
A8.882	0.561516
A8.883	0.704709
A8.884	-0.233848
A8.885	-0.077904
A8.886	-2.597611
A8.887	-1.474293
A8.888	-0.495700
A8.889	-2.431053
A8.890	0.453376
A8.891	2.673359
A8.892	1.366917
A8.893	-0.250581
A8.894	-3.229634
A8.895	0.049212
A8.896	-0.992973
A8.897	0.293297
A8.898	-1.769533
A8.899	-0.536441
A8.900	-0.285131
A8.901	-1.164290
A8.902	1.007134
A8.903	0.389842
A8.904	-1.635965
A8.905	-3.733751
A8.906	1.145435
A8.907	0.729275
A8.908	2.504168
A8.909	-1.278155
A8.910	-0.060724
A8.911	0.541833
A8.912	-0.485003
A8.913	0.868933
A8.914	-0.829597
A8.915	0.009046
A8.916	-0.396198
A8.917	-0.198995
A8.918	-0.015638
A8.919	0.856306
A8.920	1.753096
A8.921	2.266013
A8.922	1.774431
A8.923	-1.595145
A8.924	-1.207451
A8.925	-0.737736
A8.926	1.126751
A8.927	1.163361
A8.928	0.984102
A8.929	0.037409
A8.930	-1.513777
A8.931	-1.194207
A8.932	-1.344248
A8.933	0.778234
A8.934	0.093222
A8.935	-0.955946
A8.936	1.115419
A8.937	1.257576
A8.938	-1.759783
A8.939	-0.653744
A8.940	-1.114903
A8.941	0.081090
A8.942	1.788235
A8.943	0.649276
A8.944	-0.447050
A8.945	-0.977392
A8.946	0.826734
A8.947	-0.892139
A8.948	-0.327918
A8.949	-0.699592
A8.950	-1.202717
A8.951	-0.694318
A8.952	-0.627481
A8.953	-2.200257
A8.954	0.316921
A8.955	3.390312
A8.956	-0.691316
A8.957	0.830881
A8.958	-0.931544
A8.959	1.273636
A8.960	-1.365555
A8.961	-1.838068
A8.962	2.259237
A8.963	-0.418129
A8.964	0.920840
A8.965	0.637935
A8.966	-1.155335
A8.967	2.300449
A8.968	1.414481
A8.969	2.658033
A8.970	1.033625
A8.971	-0.364124
A8.972	-1.959856
A8.973	1.577806
A8.974	-0.315434
A8.975	0.982489
A8.976	-1.313291
A8.977	0.478814
A8.978	1.088867
A8.979	1.013983
A8.980	1.006645
A8.981	2.762223
A8.982	0.502009
A8.983	-0.247564
A8.984	-0.446875
A8.985	-0.549190
A8.986	-0.093790
A8.987	1.357137
A8.988	0.879314
A8.989	-1.829598
A8.990	0.357282
A8.991	0.187663
A8.992	1.352543
A8.993	-0.457207
A8.994	-0.467033
A8.995	-0.411982
A8.996	-1.893646
A8.997	-0.064590
A8.998	2.061516
A8.999	0.270287
A8.1000	1.583361
A9.1	-1.834034
A9.2	0.798108
A9.3	-2.535873
A9.4	1.034533
A9.5	-1.185955
A9.6	2.456950
A9.7	-0.901766
A9.8	1.028771
A9.9	-0.667924
A9.10	0.609406
A9.11	0.643316
A9.12	0.933164
A9.13	-1.367664
A9.14	-2.329515
A9.15	0.213563
A9.16	2.900990
A9.17	-1.808461
A9.18	-1.037073
A9.19	-0.378500
A9.20	0.668551
A9.21	-1.635608
A9.22	1.263716
A9.23	-1.521380
A9.24	-0.399445
A9.25	-0.766861
A9.26	0.324510
A9.27	0.835094
A9.28	0.613703
A9.29	-0.503921
A9.30	-0.465038
A9.31	0.033178
A9.32	-0.528827
A9.33	-0.808929
A9.34	-0.216151
A9.35	1.201812
A9.36	1.732879
A9.37	-0.050158
A9.38	-0.038808
A9.39	-0.877790
A9.40	2.246184
A9.41	-0.399506
A9.42	0.880065
A9.43	0.928258
A9.44	1.575356
A9.45	-1.666504
A9.46	0.299812
A9.47	0.507527
A9.48	-0.301788
A9.49	-2.049970
A9.50	0.329299
A9.51	-0.157141
A9.52	-1.944102
A9.53	1.169340
A9.54	0.788741
A9.55	0.408740
A9.56	-0.194022
A9.57	-1.290150
A9.58	-0.621300
A9.59	-0.479488
A9.60	-1.096465
A9.61	-2.299122
A9.62	-1.164477
A9.63	0.467196
A9.64	0.979569
A9.65	-1.153237
A9.66	3.883729
A9.67	1.070742
A9.68	0.889283
A9.69	0.629095
A9.70	1.912538
A9.71	-0.775666
A9.72	-0.287140
A9.73	1.124814
A9.74	1.199875
A9.75	1.238825
A9.76	2.983243
A9.77	1.055619
A9.78	-1.189309
A9.79	-3.638649
A9.80	0.195482
A9.81	0.631290
A9.82	0.410122
A9.83	1.044684
A9.84	-0.789290
A9.85	1.071594
A9.86	0.023997
A9.87	-0.164924
A9.88	-0.687278
A9.89	-0.455378
A9.90	1.089799
A9.91	0.169990
A9.92	1.135389
A9.93	1.358856
A9.94	0.287274
A9.95	1.587057
A9.96	-0.986120
A9.97	2.130363
A9.98	0.452121
A9.99	1.290250
A9.100	-0.846748
A9.101	-2.084681
A9.102	-2.150548
A9.103	0.870031
A9.104	-2.588068
A9.105	-1.450138
A9.106	-0.500735
A9.107	-2.214691
A9.108	0.524651
A9.109	-0.619479
A9.110	-0.474645
A9.111	0.384940
A9.112	-1.597791
A9.113	-0.825542
A9.114	0.243878
A9.115	0.724238
A9.116	-1.121942
A9.117	-0.081151
A9.118	0.766443
A9.119	1.450057
A9.120	-0.159338
A9.121	-0.239258
A9.122	-0.014287
A9.123	1.299352
A9.124	0.577799
A9.125	1.904059
A9.126	0.782322
A9.127	-3.715518
A9.128	-1.069213
A9.129	0.531020
A9.130	-2.012888
A9.131	0.610984
A9.132	-0.583115
A9.133	0.223177
A9.134	-0.632487
A9.135	2.436889
A9.136	0.176377
A9.137	-0.069925
A9.138	-0.032628
A9.139	-1.079600
A9.140	-0.255351
A9.141	-0.220067
A9.142	1.586691
A9.143	0.907132
A9.144	0.647124
A9.145	-1.031410
A9.146	2.176887
A9.147	0.811928
A9.148	0.480089
A9.149	0.391046
A9.150	-0.263370
A9.151	-0.887394
A9.152	0.538228
A9.153	-1.298509
A9.154	0.800563
A9.155	-1.295227
A9.156	0.633324
A9.157	1.983796
A9.158	-0.032456
A9.159	-2.667608
A9.160	0.186281
A9.161	-1.541688
A9.162	-0.702955
A9.163	-1.347436
A9.164	0.099138
A9.165	-0.883204
A9.166	0.069347
A9.167	1.948123
A9.168	-0.823357
A9.169	0.542929
A9.170	-0.634888
A9.171	-1.201684
A9.172	4.007803
A9.173	0.019557
A9.174	-0.144410
A9.175	1.548647
A9.176	1.758135
A9.177	-0.732403
A9.178	0.882499
A9.179	1.270778
A9.180	-0.442381
A9.181	-0.422043
A9.182	-0.788889
A9.183	-1.471679
A9.184	0.720893
A9.185	-0.080234
A9.186	0.089399
A9.187	-1.358452
A9.188	0.380133
A9.189	-0.035320
A9.190	-3.282904
A9.191	-0.382200
A9.192	-1.988732
A9.193	-2.687641
A9.194	1.028901
A9.195	0.546223
A9.196	-0.563790
A9.197	1.687636
A9.198	1.724820
A9.199	-0.317457
A9.200	-0.555804
A9.201	-2.057566
A9.202	-0.097887
A9.203	-1.611404
A9.204	-2.010635
A9.205	2.172657
A9.206	3.053310
A9.207	-1.790303
A9.208	0.763423
A9.209	4.359394
A9.210	0.250824
A9.211	0.541727
A9.212	-2.127557
A9.213	1.468259
A9.214	-0.893798
A9.215	-1.046649
A9.216	0.174274
A9.217	-0.987973
A9.218	-1.641860
A9.219	1.648996
A9.220	1.692389
A9.221	-0.075003
A9.222	2.103533
A9.223	3.369777
A9.224	-0.563616
A9.225	-0.111357
A9.226	-0.306803
A9.227	0.064166
A9.228	-0.627920
A9.229	0.409885
A9.230	0.489030
A9.231	0.664689
A9.232	-1.380522
A9.233	1.639036
A9.234	-1.392888
A9.235	2.202575
A9.236	0.989203
A9.237	1.952583
A9.238	-0.383979
A9.239	0.174911
A9.240	-0.211980
A9.241	1.865792
A9.242	-0.329194
A9.243	-0.891984
A9.244	-0.690010
A9.245	-1.420813
A9.246	-0.989442
A9.247	-0.464095
A9.248	1.998379
A9.249	-0.913760
A9.250	1.224317
A9.251	1.203897
A9.252	-1.985097
A9.253	1.365901
A9.254	-0.554275
A9.255	3.250284
A9.256	0.016465
A9.257	-0.417590
A9.258	0.001760
A9.259	1.014479
A9.260	-0.672540
A9.261	-1.469527
A9.262	-1.531126
A9.263	0.353036
A9.264	2.916045
A9.265	-1.475081
A9.266	0.496292
A9.267	-1.190265
A9.268	1.226699
A9.269	0.892157
A9.270	2.414751
A9.271	1.122100
A9.272	-0.187458
A9.273	-1.098780
A9.274	-0.332960
A9.275	1.350556
A9.276	0.999020
A9.277	0.280493
A9.278	0.086207
A9.279	0.808480
A9.280	0.756328
A9.281	0.382712
A9.282	1.025463
A9.283	-0.482381
A9.284	-2.103112
A9.285	0.757831
A9.286	-0.682435
A9.287	-1.054855
A9.288	-1.345278
A9.289	-1.201895
A9.290	1.684445
A9.291	1.528360
A9.292	0.791243
A9.293	-1.300349
A9.294	1.487032
A9.295	-0.770149
A9.296	-0.251836
A9.297	-0.919098
A9.298	0.646670
A9.299	2.584191
A9.300	0.402219
A9.301	-1.386425
A9.302	-0.193143
A9.303	2.241411
A9.304	-0.920576
A9.305	-0.966537
A9.306	1.154519
A9.307	2.528966
A9.308	0.582102
A9.309	-0.493505
A9.310	2.091414
A9.311	2.812019
A9.312	0.214358
A9.313	-1.074750
A9.314	-0.883829
A9.315	-0.063442
A9.316	0.536269
A9.317	-3.313930
A9.318	-1.494551
A9.319	-0.113282
A9.320	-2.117121
A9.321	1.239964
A9.322	2.033045
A9.323	2.601897
A9.324	-1.891710
A9.325	-0.101658
A9.326	-3.324021
A9.327	0.131056
A9.328	-0.013196
A9.329	-2.692636
A9.330	0.671526
A9.331	-2.229605
A9.332	-0.655157
A9.333	-1.669004
A9.334	-0.033520
A9.335	2.623905
A9.336	1.069420
A9.337	0.558000
A9.338	2.882943
A9.339	-1.527906
A9.340	-0.223612
A9.341	-1.153348
A9.342	-0.550107
A9.343	-1.579033
A9.344	2.489665
A9.345	-0.011893
A9.346	-1.605175
A9.347	-1.291641
A9.348	-1.356333
A9.349	1.647478
A9.350	-0.378344
A9.351	0.220987
A9.352	0.798744
A9.353	0.662410
A9.354	-1.457349
A9.355	1.610687
A9.356	-0.289751
A9.357	1.171418
A9.358	2.029788
A9.359	-0.710691
A9.360	-0.435905
A9.361	-1.953179
A9.362	-0.923746
A9.363	1.525078
A9.364	-0.404324
A9.365	-0.784727
A9.366	0.568223
A9.367	0.209025
A9.368	0.268774
A9.369	1.263248
A9.370	0.475370
A9.371	1.477417
A9.372	-0.394679
A9.373	-1.086146
A9.374	-1.184649
A9.375	-0.705978
A9.376	-0.431579
A9.377	1.682586
A9.378	-0.156972
A9.379	0.989687
A9.380	0.775838
A9.381	-0.454003
A9.382	-0.562709
A9.383	1.768137
A9.384	0.710025
A9.385	-1.304061
A9.386	1.422364
A9.387	-0.491774
A9.388	-2.717210
A9.389	-0.811230
A9.390	-2.233527
A9.391	1.569967
A9.392	1.625596
A9.393	1.875099
A9.394	-1.179690
A9.395	-1.018971
A9.396	-0.028791
A9.397	2.083009
A9.398	-1.283186
A9.399	0.280228
A9.400	-0.764651
A9.401	0.276729
A9.402	-2.024936
A9.403	-0.491310
A9.404	0.855952
A9.405	0.954796
A9.406	-0.635001
A9.407	0.978319
A9.408	-0.721772
A9.409	-0.644691
A9.410	0.282498
A9.411	-0.033986
A9.412	2.628080
A9.413	0.335236
A9.414	0.403468
A9.415	-2.535967
A9.416	-0.747529
A9.417	-0.800370
A9.418	-0.918036
A9.419	1.472286
A9.420	-0.768674
A9.421	0.638275
A9.422	3.003169
A9.423	-1.499903
A9.424	3.256478
A9.425	4.247545
A9.426	-0.033721
A9.427	-0.049489
A9.428	-1.104552
A9.429	-0.168995
A9.430	2.306726
A9.431	-2.008888
A9.432	1.530833
A9.433	2.482172
A9.434	-1.819343
A9.435	-2.212520
A9.436	0.525501
A9.437	1.800509
A9.438	0.440681
A9.439	-1.468742
A9.440	-2.118957
A9.441	3.478322
A9.442	-0.074006
A9.443	0.573919
A9.444	2.289930
A9.445	1.254350
A9.446	-1.017326
A9.447	0.751224
A9.448	0.216772
A9.449	1.427441
A9.450	0.823087
A9.451	-2.835246
A9.452	-1.424501
A9.453	1.278723
A9.454	1.541144
A9.455	1.979346
A9.456	-1.897449
A9.457	-1.700368
A9.458	0.759244
A9.459	2.457167
A9.460	1.363979
A9.461	0.394346
A9.462	-0.957503
A9.463	-0.558638
A9.464	-0.704219
A9.465	1.227445
A9.466	-1.283955
A9.467	1.082329
A9.468	0.766310
A9.469	1.383035
A9.470	0.190872
A9.471	1.101137
A9.472	-2.361470
A9.473	-0.970306
A9.474	-0.278121
A9.475	1.604493
A9.476	0.659250
A9.477	0.669851
A9.478	1.276950
A9.479	-0.798478
A9.480	-0.361058
A9.481	0.120928
A9.482	-0.314473
A9.483	-0.952966
A9.484	0.205658
A9.485	-0.022058
A9.486	2.475673
A9.487	-0.831424
A9.488	1.207486
A9.489	-1.845246
A9.490	0.881396
A9.491	1.073645
A9.492	-1.886554
A9.493	-0.677409
A9.494	-0.826129
A9.495	1.706899
A9.496	-0.378767
A9.497	1.604034
A9.498	0.942289
A9.499	0.640253
A9.500	-1.886818
A9.501	-0.110386
A9.502	-0.724526
A9.503	1.074691
A9.504	-0.672738
A9.505	-0.633833
A9.506	1.134964
A9.507	-0.737720
A9.508	-0.515190
A9.509	-0.433577
A9.510	0.887201
A9.511	2.341643
A9.512	-0.227021
A9.513	-1.613314
A9.514	2.283772
A9.515	0.461704
A9.516	-2.058825
A9.517	0.173638
A9.518	-0.718737
A9.519	-0.532143
A9.520	-1.668023
A9.521	-0.505108
A9.522	-1.337770
A9.523	-2.755932
A9.524	0.145659
A9.525	0.727868
A9.526	0.870180
A9.527	0.605409
A9.528	0.749084
A9.529	-0.810837
A9.530	-1.105250
A9.531	-0.826294
A9.532	-1.910180
A9.533	2.928368
A9.534	-0.005942
A9.535	2.977563
A9.536	-0.886086
A9.537	0.216216
A9.538	1.011487
A9.539	-2.938109
A9.540	1.482244
A9.541	-2.131529
A9.542	1.609895
A9.543	0.671762
A9.544	-0.952347
A9.545	-1.221666
A9.546	-0.312947
A9.547	1.642661
A9.548	-1.030656
A9.549	0.779879
A9.550	2.593960
A9.551	-2.086160
A9.552	0.977081
A9.553	1.765542
A9.554	-0.662253
A9.555	-0.852160
A9.556	-1.444096
A9.557	0.301800
A9.558	0.020676
A9.559	-0.945789
A9.560	-0.568465
A9.561	0.922519
A9.562	-0.427977
A9.563	-1.280680
A9.564	0.439109
A9.565	-0.439335
A9.566	0.568799
A9.567	1.327572
A9.568	-0.468572
A9.569	2.941687
A9.570	0.729510
A9.571	-0.914534
A9.572	-0.822164
A9.573	1.112343
A9.574	-1.668540
A9.575	0.630497
A9.576	-1.127075
A9.577	-1.278213
A9.578	0.238589
A9.579	1.039807
A9.580	-1.028774
A9.581	-0.902976
A9.582	3.061710
A9.583	1.329942
A9.584	0.522928
A9.585	-0.729316
A9.586	0.012507
A9.587	0.367056
A9.588	0.052308
A9.589	-2.630762
A9.590	0.661775
A9.591	0.981401
A9.592	0.406721
A9.593	0.121504
A9.594	0.592608
A9.595	0.916183
A9.596	2.851467
A9.597	-0.876708
A9.598	-0.224806
A9.599	2.013469
A9.600	0.977892
A9.601	0.924433
A9.602	1.157185
A9.603	0.334440
A9.604	0.612657
A9.605	0.376710
A9.606	-1.239661
A9.607	0.122787
A9.608	0.441237
A9.609	0.986740
A9.610	0.822708
A9.611	0.090007
A9.612	-0.822478
A9.613	3.920804
A9.614	-0.490912
A9.615	4.170761
A9.616	0.893166
A9.617	0.344912
A9.618	-1.817176
A9.619	0.483176
A9.620	1.728879
A9.621	0.755680
A9.622	-0.955443
A9.623	-0.854527
A9.624	-0.290565
A9.625	-1.289566
A9.626	2.273422
A9.627	-0.071374
A9.628	-1.433256
A9.629	-0.177246
A9.630	-1.411356
A9.631	0.785241
A9.632	-1.669327
A9.633	1.544316
A9.634	-0.249241
A9.635	0.085584
A9.636	2.362546
A9.637	0.689302
A9.638	-0.440343
A9.639	1.065690
A9.640	-2.252973
A9.641	0.517955
A9.642	-0.596129
A9.643	1.046272
A9.644	-1.277731
A9.645	-0.224476
A9.646	1.176961
A9.647	0.091030
A9.648	3.294229
A9.649	-1.554232
A9.650	0.169038
A9.651	-1.044446
A9.652	-1.574545
A9.653	1.160256
A9.654	2.430090
A9.655	-1.616985
A9.656	-0.808689
A9.657	0.919178
A9.658	-1.753865
A9.659	1.022941
A9.660	1.479722
A9.661	-1.143736
A9.662	0.251489
A9.663	-1.577260
A9.664	-1.975149
A9.665	2.388972
A9.666	-0.281395
A9.667	0.118421
A9.668	-1.536883
A9.669	1.405898
A9.670	-1.262893
A9.671	-1.974755
A9.672	-1.875730
A9.673	-0.539128
A9.674	-1.716208
A9.675	0.048481
A9.676	-1.300593
A9.677	-0.011159
A9.678	2.348568
A9.679	-1.160148
A9.680	-0.410438
A9.681	-2.179508
A9.682	-0.987396
A9.683	1.287173
A9.684	-0.742512
A9.685	0.084029
A9.686	1.202863
A9.687	0.912035
A9.688	0.950697
A9.689	0.590075
A9.690	-2.283540
A9.691	0.374390
A9.692	-0.677602
A9.693	0.658448
A9.694	-0.825895
A9.695	-2.257356
A9.696	-3.898968
A9.697	0.802269
A9.698	-0.120444
A9.699	1.779569
A9.700	2.216091
A9.701	-1.165763
A9.702	-0.293427
A9.703	-2.089652
A9.704	0.531714
A9.705	0.059384
A9.706	-0.763125
A9.707	0.564067
A9.708	2.647541
A9.709	0.776148
A9.710	-1.891891
A9.711	-0.851624
A9.712	-0.728151
A9.713	0.255598
A9.714	-1.208882
A9.715	0.709512
A9.716	-0.338503
A9.717	0.976357
A9.718	-0.567246
A9.719	1.059825
A9.720	1.335047
A9.721	-1.241921
A9.722	-1.181316
A9.723	2.885621
A9.724	-1.843603
A9.725	0.437342
A9.726	-0.068998
A9.727	-0.967786
A9.728	0.519448
A9.729	-1.909280
A9.730	-0.990672
A9.731	-0.977666
A9.732	0.969043
A9.733	-0.321359
A9.734	0.799633
A9.735	0.793553
A9.736	-1.229211
A9.737	1.557181
A9.738	-0.076744
A9.739	0.937480
A9.740	-0.779821
A9.741	0.524352
A9.742	-1.816500
A9.743	0.244896
A9.744	0.293621
A9.745	1.372950
A9.746	-0.823125
A9.747	-1.763190
A9.748	2.297789
A9.749	0.502474
A9.750	1.067314
A9.751	0.425969
A9.752	0.866073
A9.753	-2.338150
A9.754	2.680724
A9.755	0.172476
A9.756	-0.031154
A9.757	0.704704
A9.758	-1.343472
A9.759	0.079392
A9.760	1.189670
A9.761	-1.926484
A9.762	-1.296835
A9.763	-0.270234
A9.764	-0.961608
A9.765	0.918242
A9.766	-1.164145
A9.767	2.028019
A9.768	0.707708
A9.769	-1.428207
A9.770	0.140963
A9.771	-1.232511
A9.772	-0.456681
A9.773	0.963858
A9.774	-2.178011
A9.775	1.750693
A9.776	0.339875
A9.777	0.955570
A9.778	-0.759077
A9.779	-2.222106
A9.780	-0.043374
A9.781	0.250547
A9.782	0.430167
A9.783	0.329016
A9.784	-1.602342
A9.785	-2.189311
A9.786	1.354612
A9.787	-0.447614
A9.788	0.362000
A9.789	1.746798
A9.790	2.621515
A9.791	-0.106788
A9.792	2.590181
A9.793	-2.199533
A9.794	-2.912640
A9.795	-0.624616
A9.796	2.042093
A9.797	-0.385591
A9.798	-1.267269
A9.799	0.473571
A9.800	-0.949217
A9.801	-2.217188
A9.802	1.654991
A9.803	1.038485
A9.804	-4.543756
A9.805	-0.364012
A9.806	0.393943
A9.807	-0.385855
A9.808	-0.518705
A9.809	0.140997
A9.810	0.239399
A9.811	-0.112833
A9.812	-1.883534
A9.813	0.589706
A9.814	-0.566334
A9.815	2.189835
A9.816	-1.250771
A9.817	-0.326447
A9.818	-1.258198
A9.819	0.970943
A9.820	-0.554782
A9.821	-0.556210
A9.822	-1.351141
A9.823	-1.156290
A9.824	0.531733
A9.825	0.405383
A9.826	-0.841483
A9.827	-1.056718
A9.828	2.236400
A9.829	1.125439
A9.830	1.898087
A9.831	1.600359
A9.832	1.580546
A9.833	3.019939
A9.834	1.145599
A9.835	-0.624699
A9.836	0.838224
A9.837	-0.666736
A9.838	-2.090206
A9.839	0.441249
A9.840	1.035199
A9.841	0.076468
A9.842	-3.301407
A9.843	2.376349
A9.844	-0.688229
A9.845	-0.880981
A9.846	-0.714344
A9.847	1.946074
A9.848	0.844877
A9.849	-0.291279
A9.850	0.117609
A9.851	-0.837783
A9.852	-0.163204
A9.853	-0.279294
A9.854	0.770372
A9.855	1.769292
A9.856	0.158310
A9.857	1.337393
A9.858	-0.723311
A9.859	-2.061861
A9.860	-0.914422
A9.861	0.578630
A9.862	-1.149869
A9.863	-1.967491
A9.864	-1.670190
A9.865	-0.463057
A9.866	-1.749058
A9.867	-0.882334
A9.868	2.176947
A9.869	-1.259926
A9.870	0.132150
A9.871	1.824249
A9.872	-2.361163
A9.873	0.175168
A9.874	2.049360
A9.875	1.443736
A9.876	-0.781416
A9.877	0.630588
A9.878	-1.314361
A9.879	0.515621
A9.880	0.269769
A9.881	-1.407926
A9.882	-0.203630
A9.883	-0.261265
A9.884	-2.302914
A9.885	-0.004015
A9.886	-0.541301
A9.887	-1.437706
A9.888	-1.363598
A9.889	-1.341947
A9.890	-0.279747
A9.891	0.407354
A9.892	0.020259
A9.893	-0.451283
A9.894	1.553469
A9.895	-1.039000
A9.896	-0.295176
A9.897	-0.643079
A9.898	1.540921
A9.899	0.241785
A9.900	1.991381
A9.901	0.741857
A9.902	3.735000
A9.903	-0.057806
A9.904	-0.486996
A9.905	2.098702
A9.906	-4.284248
A9.907	-1.131295
A9.908	-0.305147
A9.909	0.686231
A9.910	-1.942543
A9.911	0.695434
A9.912	-1.135454
A9.913	-0.123741
A9.914	0.647550
A9.915	2.369514
A9.916	-2.536787
A9.917	-1.720582
A9.918	0.249535
A9.919	0.892135
A9.920	-3.533827
A9.921	1.593230
A9.922	0.858928
A9.923	-0.784332
A9.924	-1.422156
A9.925	-0.147747
A9.926	0.940327
A9.927	0.360060
A9.928	-0.884097
A9.929	-1.663990
A9.930	0.818585
A9.931	-1.623943
A9.932	1.288532
A9.933	0.985923
A9.934	0.053116
A9.935	1.365666
A9.936	0.078623
A9.937	-0.343891
A9.938	0.298435
A9.939	-1.623372
A9.940	2.020808
A9.941	-1.682880
A9.942	0.088463
A9.943	-0.647634
A9.944	0.796282
A9.945	0.835806
A9.946	3.024152
A9.947	-0.186713
A9.948	-2.759878
A9.949	1.746621
A9.950	1.038352
A9.951	1.913286
A9.952	2.736625
A9.953	-1.046544
A9.954	0.066761
A9.955	-0.900101
A9.956	-0.013545
A9.957	0.726885
A9.958	-0.107988
A9.959	1.337489
A9.960	-0.615350
A9.961	-1.357034
A9.962	-3.022411
A9.963	0.155300
A9.964	0.180564
A9.965	-0.776689
A9.966	-0.503481
A9.967	-0.530907
A9.968	1.529192
A9.969	-0.676498
A9.970	0.044045
A9.971	-0.570092
A9.972	3.390069
A9.973	-1.661381
A9.974	-0.847110
A9.975	-3.663300
A9.976	0.956727
A9.977	-0.376202
A9.978	0.930337
A9.979	0.752858
A9.980	0.385313
A9.981	-1.341495
A9.982	-0.958081
A9.983	0.791586
A9.984	0.113147
A9.985	2.298647
A9.986	-0.926911
A9.987	-1.276101
A9.988	1.641936
A9.989	0.137617
A9.990	2.112054
A9.991	1.673286
A9.992	3.718489
A9.993	-2.034453
A9.994	-0.885432
A9.995	-0.523792
A9.996	0.015146
A9.997	0.739673
A9.998	-0.795811
A9.999	-0.135556
A9.1000	-0.777523
A10.1	-1.159616
A10.2	1.034896
A10.3	-1.594743
A10.4	2.173728
A10.5	0.643970
A10.6	0.729055
A10.7	0.423866
A10.8	-0.515638
A10.9	1.367228
A10.10	-0.279900
A10.11	0.931699
A10.12	1.821636
A10.13	2.844538
A10.14	-0.026495
A10.15	1.239500
A10.16	0.113085
A10.17	0.028605
A10.18	0.915085
A10.19	-0.324930
A10.20	-0.705386
A10.21	0.975244
A10.22	0.911421
A10.23	-0.646094
A10.24	3.358055
A10.25	0.743784
